nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT07369011,eloralintide,Eli Lilly and Company,INDUSTRY,A Study of Eloralintide (LY3841136) in Participants With Obstructive Sleep Apnea and Obesity or Overweight,PHASE3,RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07373834,tirzepatide,University Medical Centre Ljubljana,OTHER,Tirzepatide and Muscle Outcomes in Obesity,,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07374445,liraglutide,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Research on Timing of Liraglutide Therapy in Patients With Obesity After Metabolic Surgery,PHASE4,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07382024,tirzepatide,National Taiwan University Hospital,OTHER,Tirzepatide to Reduce rEcurrence And Burden After Ablation of Atrial Fibrillation,,NOT_YET_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07382908,bgm0504 multi-dose pen,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,Bioequivalence Study of BGM0504 Injection,PHASE1,RECRUITING,bgm0504 multi-dose pen,bgm0504,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED_ALIAS,high,,Formulation/device label; collapse to BGM0504.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1/GIP,True,False,False
NCT07382908,bgm0504 single-dose pen,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,Bioequivalence Study of BGM0504 Injection,PHASE1,RECRUITING,bgm0504 single-dose pen,bgm0504,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED_ALIAS,high,,Formulation/device label; collapse to BGM0504.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1/GIP,True,False,False
NCT07387094,ecnoglutide,"Hangzhou Sciwind Biosciences Co., Ltd.",INDUSTRY,A Study of XW003 in Obese Participants With Obstructive Sleep Apnea But Not Receive Positive Airway Pressure Therapy,PHASE3,RECRUITING,ecnoglutide,ecnoglutide,Incretin-based,GLP-1,GLP1R,cAMP-biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/37364710/,XW003; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07392190,eloralintide,Eli Lilly and Company,INDUSTRY,A Study of Eloralintide (LY3841136) in Participants With Persistent Obesity Who Are Treated With a Weekly Incretin,PHASE3,RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07395687,ubt251,Novo Nordisk A/S,INDUSTRY,A Research Study on How Well Different Doses of the Medicine UBT251 Help People Living With Overweight or Obesity,PHASE2,RECRUITING,ubt251,ubt251,Incretin-based,GLP-1/GIP/glucagon,GLP1R; GIPR; GCGR,Triple GLP-1/GIP/glucagon receptor agonist,peptide,triple,True,VERIFIED,high,https://www.novonordisk.com/news-and-media/news-and-ir-materials/news-details.html?id=916503,Triple-G agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP/glucagon,True,False,False
NCT07398404,naltrexone + bupropion,Medical University of South Carolina,OTHER,A Multiple Health Behavior Change (MHBC) Intervention for Weight Loss and Smoking Cessation for Pre-Bariatric Surgery Patients,PHASE1; PHASE2,NOT_YET_RECRUITING,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT07399678,alv-100,"Alveus Therapeutics, Inc.",INDUSTRY,"Study of ALV-100 to Assess Safety, Tolerability, and PK/PD in Overweight/Obese Participants With or Without T2D",PHASE1,RECRUITING,alv-100,ALV-100,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonist peptide fused to a GIP-receptor antagonist antibody,antibody-peptide fusion,,True,VERIFIED,high,https://alveustx.com/science/,Humanised GIPR-antagonist IgG4 antibody plus GLP-1RA peptide fusion.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07400107,semaglutide,Novo Nordisk A/S,INDUSTRY,AMAZE 8: A Research Study Investigating How Well the Medicine NNC0487-0111 Compared to Semaglutide Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,PHASE3,NOT_YET_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07400107,zenagamtide,Novo Nordisk A/S,INDUSTRY,AMAZE 8: A Research Study Investigating How Well the Medicine NNC0487-0111 Compared to Semaglutide Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,PHASE3,NOT_YET_RECRUITING,zenagamtide,zenagamtide,Incretin + amylin,GLP-1/amylin,GLP1R; amylin receptors; CTR,"Unimolecular GLP-1, amylin and calcitonin receptor agonist",peptide,multi,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42532079/,Formerly amycretin; current name zenagamtide.,False,VERIFIED,VERIFIED,Incretin + amylin,GLP-1/amylin,True,False,False
NCT07400653,berobenatide,Pfizer,INDUSTRY,A Study to Learn About the Study Medicine (PF-08653944) in People With Obesity or Overweight and Type 2 Diabetes (T2D),PHASE3,ACTIVE_NOT_RECRUITING,berobenatide,berobenatide,Incretin-based,GLP-1,GLP1R,Long-acting biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://www.pfizer.com/news/press-release/press-release-detail/robust-phase-2b-efficacy-and-favorable-tolerability-support,PF-08653944/MET-097i; ultra-long acting peptide.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07400679,berobenatide,Pfizer,INDUSTRY,A Study to Learn How the Study Medicine Called PF-08653944 is Taken up Into the Blood in Adults With Overweight or Obesity,PHASE1,COMPLETED,berobenatide,berobenatide,Incretin-based,GLP-1,GLP1R,Long-acting biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://www.pfizer.com/news/press-release/press-release-detail/robust-phase-2b-efficacy-and-favorable-tolerability-support,PF-08653944/MET-097i; ultra-long acting peptide.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07401992,semaglutide,Hospital Universitario Dr. Jose E. Gonzalez,OTHER,Effects of Semaglutide on Clinical Outcomes and Metabolic Inflammation in Psoriasis,PHASE4,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07411378,bio101,Biophytis,INDUSTRY,"Testing the Efficacy, Safety, and PK of 20E in Patients With Obesity Who Are Starting Treatment With the GLP-1 Agonist Semaglutide for Weight Loss.",PHASE2,NOT_YET_RECRUITING,bio101,BIO101,Lean-mass preservation,MAS receptor / muscle preservation,MAS1,MAS-receptor activation supporting muscle anabolism and function during GLP-1-associated weight loss,small molecule,,False,VERIFIED,high,https://www.biophytis.com/en/bio101/,20-hydroxyecdysone; developed as an adjunct to preserve muscle function during obesity treatment.,False,VERIFIED,VERIFIED,Lean-mass preservation,MAS receptor / muscle preservation,True,False,False
NCT07411378,semaglutide,Biophytis,INDUSTRY,"Testing the Efficacy, Safety, and PK of 20E in Patients With Obesity Who Are Starting Treatment With the GLP-1 Agonist Semaglutide for Weight Loss.",PHASE2,NOT_YET_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07411560,cagrilintide,Novo Nordisk A/S,INDUSTRY,A Study Looking at How Weekly Injections of Two Hormones - GIP and Amylin - Affect Stomach-related Side Effects in People Who Are Overweight or Obese,PHASE1,RECRUITING,cagrilintide,cagrilintide,Amylin-based,amylin,AMY1R; AMY2R; AMY3R; CTR,Long-acting amylin/calcitonin receptor agonist,peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42452898/,Long-acting amylin analogue with activity across amylin receptors and CTR.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT07411560,glucose-dependent insulinotropic polypeptide gip,Novo Nordisk A/S,INDUSTRY,A Study Looking at How Weekly Injections of Two Hormones - GIP and Amylin - Affect Stomach-related Side Effects in People Who Are Overweight or Obese,PHASE1,RECRUITING,glucose-dependent insulinotropic polypeptide gip,NNC0480-0389,Incretin-based,GIP,GIPR,Long-acting GIP receptor agonism,peptide,mono,True,VERIFIED_ALIAS,high,https://clinicaltrials.gov/study/NCT07411560,Registry GIP label corresponds to the long-acting Novo Nordisk GIP agonist NNC0480-0389 used with cagrilintide.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GIP,True,False,False
NCT07429032,maridebart cafraglutide,Amgen,INDUSTRY,The Effect of AMG 133 on Gastric Emptying,PHASE1,COMPLETED,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07429045,maridebart cafraglutide,Amgen,INDUSTRY,"A Trial to Assess the Effect of Kidney Impairment on How AMG 133 is Absorbed, Broken Down, and Eliminated by the Body",PHASE1,COMPLETED,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07430059,semaglutide,"Vivani Medical, Inc",INDUSTRY,"Safety, Tolerability and Pharmacokinetics of a Subcutaneous Semaglutide Implant",PHASE1,NOT_YET_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07431086,olatorepatide,Regeneron Pharmaceuticals,INDUSTRY,Study of Olatorepatide in Adult Participants Living With Overweight or Obesity in the US,PHASE2,ACTIVE_NOT_RECRUITING,olatorepatide,olatorepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hspharm.com/news/news-detail-513468.htm,Same molecule previously recorded as HS-20094.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07434050,ecnoglutide,"Hangzhou Sciwind Biosciences Co., Ltd.",INDUSTRY,A Study of XW003 in Obese Participants With Obstructive Sleep Apnea Receiving Positive Airway Pressure Therapy,PHASE3,RECRUITING,ecnoglutide,ecnoglutide,Incretin-based,GLP-1,GLP1R,cAMP-biased GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/37364710/,XW003; long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07437079,nnc6989-0001,Novo Nordisk A/S,INDUSTRY,A Study to See How Safe a New Medicine (NNC6989-0001) is in Healthy People Living With Overweight or Obesity,PHASE1,RECRUITING,,nnc6989-0001,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07438444,tirzepatide,Eli Lilly and Company,INDUSTRY,A Study of Tirzepatide (LY3298176) in Adult Participants in India With Either Type 2 Diabetes Mellitus or Obesity,PHASE4,ACTIVE_NOT_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07441252,maridebart cafraglutide,Amgen,INDUSTRY,A Trial to Evaluate Efficacy and Safety of Maridebart Cafraglutide in Adults Living With Elevated Liver Fat and Obesity or Overweight,PHASE2,RECRUITING,maridebart cafraglutide,maridebart cafraglutide,Incretin-based,GLP-1 agonism + GIP antagonism,GLP1R; GIPR,GLP-1 receptor agonism plus GIP receptor antagonism,antibody-peptide conjugate,,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/38316982/,Anti-GIPR antibody conjugated to GLP-1 agonist peptides.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1 agonism + GIP antagonism,True,False,False
NCT07443059,zovaglutide,"Beijing QL Biopharmaceutical Co.,Ltd",INDUSTRY,A Study of Zovaglutide (ZT002 Injection) in Participants With Impaired Kidney Function and Healthy Participants,PHASE1,RECRUITING,zovaglutide,zovaglutide,Incretin-based,GLP-1,GLP1R,Ultra-long-acting GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://clinicaltrials.gov/study/NCT07230119,ZT002; once-monthly GLP-1RA peptide.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07443956,tirzepatide,NHS Greater Glasgow and Clyde,OTHER,Combination of Biologic and Anti-obesity Therapies in Psoriatic Arthritis,,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07446998,enobosarm,Veru Inc.,INDUSTRY,"Proof-of-Concept Study Evaluating Total Body Weight, Physical Function & Safety of Enobosarm in Patients Treated With GLP-1 Receptor Agonist, for Weight Loss",PHASE2,ACTIVE_NOT_RECRUITING,enobosarm,enobosarm,Lean-mass preservation,androgen receptor modulation,AR,Selective androgen receptor modulation to preserve/increase lean mass,small molecule,,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/22031847/,Selective androgen receptor modulator (SARM); used as adjunct during GLP-1 weight loss.,False,VERIFIED,VERIFIED,Lean-mass preservation,androgen receptor modulation,True,False,False
NCT07446998,semaglutide,Veru Inc.,INDUSTRY,"Proof-of-Concept Study Evaluating Total Body Weight, Physical Function & Safety of Enobosarm in Patients Treated With GLP-1 Receptor Agonist, for Weight Loss",PHASE2,ACTIVE_NOT_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07458269,ribupatide,Kailera,INDUSTRY,Efficacy and Safety of Ribupatide (KAI-9531) Administered Once Weekly in Participants Living With Obesity Who Do Not Have Diabetes,PHASE2,ACTIVE_NOT_RECRUITING,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07463846,aln-2232,Alnylam Pharmaceuticals,INDUSTRY,A Study to Evaluate ALN-2232 in Participants With Obesity,PHASE1; PHASE2,RECRUITING,aln-2232,ALN-2232,Adipose signalling/RNAi,ALK7/ACVR1C,ACVR1C (ALK7),RNA interference-mediated silencing of ACVR1C/ALK7,siRNA,,False,VERIFIED,high,https://www.alnylam.com/alnylam-rnai-pipeline,Alnylam obesity RNAi programme targeting ACVR1C (ALK7).,False,VERIFIED,VERIFIED,Adipose signalling/RNAi,ALK7/ACVR1C,True,False,False
NCT07463846,tirzepatide,Alnylam Pharmaceuticals,INDUSTRY,A Study to Evaluate ALN-2232 in Participants With Obesity,PHASE1; PHASE2,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07465965,semaglutide,"Shanghai World Leader Pharmaceutical Co., Ltd.",INDUSTRY,A Clinical Study of Semaglutide Nasal Spray in Overweight or Obese Adults,PHASE1,RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT07467447,retatrutide ly3437943,Hudson Biotech,INDUSTRY,Effect of LY3437943 Versus Placebo in Participants Who Have Obesity or Are Overweight,PHASE2,RECRUITING,,retatrutide ly3437943,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT07469800,mazdutide,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Efficacy and Safety of IBI362 in Hypertensive Patients With Overweight/Obesity,PHASE3,RECRUITING,mazdutide,mazdutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code IBI362/LY3305677.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT07476118,brenipatide,Eli Lilly and Company,INDUSTRY,A Study of Brenipatide (LY3537031) in Healthy Participants With Overweight or Obesity,PHASE1,ACTIVE_NOT_RECRUITING,brenipatide,brenipatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,large-molecule biologic,dual,True,VERIFIED,high,https://www.lilly.com/science/research-development/pipeline,LY3537031.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT07479862,dose escalation of sa030,"Suzhou Siran Biotechnology Co.,Ltd.",INDUSTRY,A Study of SA030 Injection in Overweight or Obese Participants,PHASE1,NOT_YET_RECRUITING,dose escalation of sa030,SA030,Adipose signalling/RNAi,ALK7/ACVR1C,ACVR1C (ALK7),Adipose-targeting siRNA-mediated silencing of ALK7,siRNA,,False,VERIFIED_ALIAS,high,https://www.siranbio.com/en/,Registry dosing label; collapse to SA030.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Adipose signalling/RNAi,ALK7/ACVR1C,True,False,False
